sample,pi_estimate
1883,3.16259
1884,3.16304
1885,3.16136
1886,3.1618
1887,3.16225
1888,3.16057
1889,3.16102
1890,3.16146
1891,3.15979
1892,3.16023
1893,3.16068
1894,3.16112
1895,3.16156
1896,3.16201
1897,3.16245
1898,3.16289
1899,3.16333
1900,3.16377
1901,3.16421
1902,3.16465
1903,3.16509
1904,3.16343
1905,3.16387
1906,3.1622
1907,3.16264
1908,3.16308
1909,3.16143
1910,3.16186
1911,3.16021
1912,3.16065
1913,3.159
1914,3.15734
1915,3.15778
1916,3.15822
1917,3.15866
1918,3.1591
1919,3.15954
1920,3.15998
1921,3.16042
1922,3.16085
1923,3.16129
1924,3.16173
1925,3.16008
1926,3.16052
1927,3.16096
1928,3.15931
1929,3.15768
1930,3.15604
1931,3.1544
1932,3.15484
1933,3.15528
1934,3.15365
1935,3.15408
1936,3.15245
1937,3.15289
1938,3.15333
1939,3.15377
1940,3.1542
1941,3.15258
1942,3.15301
1943,3.15139
1944,3.15183
1945,3.15226
1946,3.1527
1947,3.15313
1948,3.15357
1949,3.154
1950,3.15444
1951,3.15487
1952,3.15325
1953,3.15369
1954,3.15412
1955,3.15251
1956,3.15294
1957,3.15133
1958,3.15176
1959,3.1522
1960,3.15263
1961,3.15102
1962,3.15145
1963,3.15189
1964,3.15028
1965,3.15071
1966,3.15115
1967,3.15158
1968,3.15201
1969,3.15244
1970,3.15287
1971,3.15127
1972,3.1517
1973,3.1501
1974,3.15053
1975,3.15096
1976,3.15139
1977,3.15182
1978,3.15225
1979,3.15268
1980,3.15311
1981,3.15354
1982,3.15396
1983,3.15237
1984,3.1528
1985,3.15323
1986,3.15365
1987,3.15408
1988,3.1545
1989,3.15292
1990,3.15133
1991,3.14975
1992,3.14817
1993,3.14859
1994,3.14701
1995,3.14744
1996,3.14586
1997,3.14629
1998,3.14672
1999,3.14715
2000,3.14757
2001,3.148
2002,3.14843
2003,3.14885
2004,3.14928
2005,3.1497
2006,3.15012
2007,3.15055
2008,3.15097
2009,3.15139
2010,3.15182
2011,3.15224
2012,3.15266
2013,3.15308
2014,3.1535
2015,3.15194
2016,3.15236
2017,3.15278
2018,3.1532
2019,3.15362
2020,3.15404
2021,3.15446
2022,3.15487
2023,3.15529
2024,3.15571
2025,3.15613
2026,3.15654
2027,3.15696
2028,3.15738
2029,3.15779
2030,3.15821
2031,3.15862
2032,3.15903
2033,3.15945
2034,3.15986
2035,3.16028
2036,3.16069
2037,3.1611
2038,3.15955
2039,3.15996
2040,3.16037
2041,3.16078
2042,3.15924
2043,3.15965
2044,3.16006
2045,3.16047
2046,3.16088
2047,3.15934
2048,3.15975
2049,3.16016
2050,3.15861
2051,3.15902
2052,3.15943
2053,3.15984
2054,3.16025
2055,3.16066
2056,3.16107
2057,3.15953
2058,3.15994
2059,3.15841
2060,3.15881
2061,3.15922
2062,3.15963
2063,3.16004
2064,3.16045
2065,3.15891
2066,3.15738
2067,3.15779
2068,3.1582
2069,3.15861
2070,3.15901
2071,3.15942
2072,3.15983
2073,3.16023
2074,3.15871
2075,3.15718
2076,3.15566
2077,3.15607
2078,3.15648
2079,3.15688
2080,3.15729
2081,3.15577
2082,3.15425
2083,3.15466
2084,3.15506
2085,3.15355
2086,3.15204
2087,3.15244
2088,3.15285
2089,3.15326
2090,3.15366
2091,3.15215
2092,3.15256
2093,3.15296
2094,3.15337
2095,3.15377
2096,3.15418
2097,3.15458
2098,3.15498
2099,3.15539
2100,3.15579
2101,3.15619
2102,3.15659
2103,3.15699
2104,3.15549
2105,3.15589
2106,3.15439
2107,3.1548
2108,3.1552
2109,3.1537
2110,3.1541
2111,3.15261
2112,3.15301
2113,3.15341
2114,3.15192
2115,3.15232
2116,3.15083
2117,3.15123
2118,3.15163
2119,3.15203
2120,3.15243
2121,3.15094
2122,3.15134
2123,3.14986
2124,3.15026
2125,3.15066
2126,3.15106
2127,3.15146
2128,3.15186
2129,3.15226
2130,3.15265
2131,3.15305
2132,3.15157
2133,3.15197
2134,3.15237
2135,3.15276
2136,3.15316
2137,3.15169
2138,3.15208
2139,3.15061
2140,3.15101
2141,3.1514
2142,3.1518
2143,3.15033
2144,3.15072
2145,3.15112
2146,3.15152
2147,3.15191
2148,3.15231
2149,3.1527
2150,3.15309
2151,3.15349
2152,3.15388
2153,3.15428
2154,3.15467
2155,3.15506
2156,3.15545
2157,3.15584
2158,3.15438
2159,3.15292
2160,3.15331
2161,3.15185
2162,3.15039
2163,3.15079
2164,3.15118
2165,3.15157
2166,3.15196
2167,3.15235
2168,3.15275
2169,3.15129
2170,3.15168
2171,3.15207
2172,3.15246
2173,3.15101
2174,3.1514
2175,3.15179
2176,3.15218
2177,3.15257
2178,3.15296
2179,3.15335
2180,3.1519
2181,3.15046
2182,3.15085
2183,3.15124
2184,3.14979
2185,3.15018
2186,3.15057
2187,3.15096
2188,3.15135
2189,3.15174
2190,3.15212
2191,3.15251
2192,3.1529
2193,3.15146
2194,3.15002
2195,3.15041
2196,3.1508
2197,3.15118
2198,3.15157
2199,3.15196
2200,3.15234
2201,3.15273
2202,3.15311
2203,3.1535
2204,3.15388
2205,3.15426
2206,3.15465
2207,3.15322
2208,3.1536
2209,3.15399
2210,3.15256
2211,3.15294
2212,3.15332
2213,3.15371
2214,3.15409
2215,3.15447
2216,3.15485
2217,3.15343
2218,3.15381
2219,3.15419
2220,3.15457
2221,3.15495
2222,3.15534
2223,3.15572
2224,3.1561
2225,3.15468
2226,3.15506
2227,3.15544
2228,3.15581
2229,3.1544
2230,3.15478
2231,3.15516
2232,3.15554
2233,3.15591
2234,3.15629
2235,3.15667
2236,3.15705
2237,3.15742
2238,3.15601
2239,3.15639
2240,3.15498
2241,3.15536
2242,3.15573
2243,3.15611
2244,3.1547
2245,3.15508
2246,3.15546
2247,3.15583
2248,3.15621
2249,3.15658
2250,3.15696
2251,3.15733
2252,3.15771
2253,3.15808
2254,3.15846
2255,3.15883
2256,3.1592
2257,3.15957
2258,3.15995
2259,3.16032
2260,3.16069
2261,3.16106
2262,3.15966
2263,3.16004
2264,3.16041
2265,3.16078
2266,3.16115
2267,3.16152
2268,3.16189
2269,3.16049
2270,3.16086
2271,3.15947
2272,3.15984
2273,3.16021
2274,3.16058
2275,3.16095
2276,3.16132
2277,3.16169
2278,3.1603
2279,3.16067
2280,3.16104
2281,3.1614
2282,3.16177
2283,3.16214
2284,3.16251
2285,3.16287
2286,3.16324
2287,3.1636
2288,3.16222
2289,3.16259
2290,3.16295
2291,3.16332
2292,3.16194
2293,3.1623
2294,3.16092
2295,3.15955
2296,3.15991
2297,3.16028
2298,3.16064
2299,3.16101
2300,3.15963
2301,3.16
2302,3.16037
2303,3.16073
2304,3.16109
2305,3.16146
2306,3.16182
2307,3.16219
2308,3.16255
2309,3.16291
2310,3.16327
2311,3.16364
2312,3.164
2313,3.16263
2314,3.16299
2315,3.16335
2316,3.16371
2317,3.16408
2318,3.16444
2319,3.1648
2320,3.16516
2321,3.16552
2322,3.16588
2323,3.16624
2324,3.16659
2325,3.16695
2326,3.16559
2327,3.16595
2328,3.16631
2329,3.16667
2330,3.16702
2331,3.16738
2332,3.16774
2333,3.1681
2334,3.16845
2335,3.16881
2336,3.16916
2337,3.16952
2338,3.16988
2339,3.16852
2340,3.16888
2341,3.16923
2342,3.16959
2343,3.16994
2344,3.17029
2345,3.17065
2346,3.171
2347,3.17136
2348,3.17171
2349,3.17036
2350,3.17071
2351,3.17106
2352,3.17142
2353,3.17007
2354,3.17042
2355,3.17077
2356,3.17113
2357,3.16978
2358,3.17013
2359,3.16879
2360,3.16914
2361,3.16949
2362,3.16815
2363,3.1685
2364,3.16885
2365,3.1692
2366,3.16786
2367,3.16822
2368,3.16857
2369,3.16892
2370,3.16758
2371,3.16793
2372,3.1666
2373,3.16695
2374,3.1673
2375,3.16765
2376,3.168
2377,3.16667
2378,3.16702
2379,3.16737
2380,3.16604
2381,3.16471
2382,3.16506
2383,3.16541
2384,3.16408
2385,3.16443
2386,3.1631
2387,3.16178
2388,3.16213
2389,3.16248
2390,3.16283
2391,3.16318
2392,3.16353
2393,3.16388
2394,3.16423
2395,3.16458
2396,3.16326
2397,3.16361
2398,3.16395
2399,3.1643
2400,3.16465
2401,3.16333
2402,3.16368
2403,3.16403
2404,3.16271
2405,3.16306
2406,3.16341
2407,3.16376
2408,3.1641
2409,3.16445
2410,3.1648
2411,3.16349
2412,3.16383
2413,3.16418
2414,3.16453
2415,3.16487
2416,3.16522
2417,3.16391
2418,3.16425
2419,3.16294
2420,3.16164
2421,3.16198
2422,3.16233
2423,3.16268
2424,3.16137
2425,3.16172
2426,3.16206
2427,3.16241
2428,3.16275
2429,3.1631
2430,3.16344
2431,3.16214
2432,3.16248
2433,3.16283
2434,3.16317
2435,3.16352
2436,3.16386
2437,3.1642
2438,3.16455
2439,3.16325
2440,3.16195
2441,3.16066
2442,3.161
2443,3.16134
2444,3.16005
2445,3.16039
2446,3.16074
2447,3.16108
2448,3.16142
2449,3.16176
2450,3.16211
2451,3.16245
2452,3.16279
2453,3.16313
2454,3.16184
2455,3.16218
2456,3.1609
2457,3.16124
2458,3.15995
2459,3.15867
2460,3.15738
2461,3.15772
2462,3.15807
2463,3.15841
2464,3.15713
2465,3.15584
2466,3.15619
2467,3.15653
2468,3.15687
2469,3.15721
2470,3.15755
2471,3.15628
2472,3.15662
2473,3.15696
2474,3.1573
2475,3.15764
2476,3.15798
2477,3.1567
2478,3.15543
2479,3.15577
2480,3.15611
2481,3.15484
2482,3.15357
2483,3.1523
2484,3.15103
2485,3.15137
2486,3.15171
2487,3.15205
2488,3.15239
2489,3.15273
2490,3.15307
2491,3.15341
2492,3.15375
2493,3.15409
2494,3.15443
2495,3.15477
2496,3.15511
2497,3.15545
2498,3.15579
2499,3.15452
2500,3.15486
2501,3.1552
2502,3.15554
2503,3.15588
2504,3.15621
2505,3.15655
2506,3.15689
2507,3.15722
2508,3.15596
2509,3.1563
2510,3.15664
2511,3.15538
2512,3.15412
2513,3.15446
2514,3.1548
2515,3.15513
2516,3.15547
2517,3.1558
2518,3.15614
2519,3.15647
2520,3.15681
2521,3.15714
2522,3.15589
2523,3.15623
2524,3.15656
2525,3.15531
2526,3.15564
2527,3.15598
2528,3.15631
2529,3.15506
2530,3.1554
2531,3.15573
2532,3.15448
2533,3.15324
2534,3.15199
2535,3.15233
2536,3.15266
2537,3.153
2538,3.15333
2539,3.15366
2540,3.154
2541,3.15433
2542,3.15466
2543,3.15342
2544,3.15376
2545,3.15252
2546,3.15285
2547,3.15318
2548,3.15351
2549,3.15385
2550,3.15261
2551,3.15294
2552,3.15327
2553,3.15361
2554,3.15394
2555,3.15427
2556,3.1546
2557,3.15493
2558,3.15526
2559,3.15403
2560,3.15436
2561,3.15313
2562,3.15346
2563,3.15379
2564,3.15412
2565,3.15289
2566,3.15322
2567,3.15355
2568,3.15388
2569,3.15421
2570,3.15453
2571,3.15331
2572,3.15364
2573,3.15397
2574,3.15429
2575,3.15307
2576,3.15184
2577,3.15217
2578,3.1525
2579,3.15283
2580,3.15316
2581,3.15349
2582,3.15382
2583,3.15414
2584,3.15447
2585,3.1548
2586,3.15513
2587,3.15545
2588,3.15578
2589,3.15611
2590,3.15643
2591,3.15676
2592,3.15708
2593,3.15741
2594,3.15773
2595,3.15806
2596,3.15838
2597,3.15716
2598,3.15749
2599,3.15781
2600,3.15814
2601,3.15692
2602,3.15725
2603,3.15757
2604,3.15789
2605,3.15822
2606,3.15854
2607,3.15886
2608,3.15919
2609,3.15951
2610,3.1583
2611,3.15862
2612,3.15741
2613,3.15773
2614,3.15653
2615,3.15685
2616,3.15717
2617,3.15749
2618,3.15629
2619,3.15661
2620,3.15693
2621,3.15725
2622,3.15605
2623,3.15637
2624,3.15669
2625,3.15701
2626,3.15581
2627,3.15613
2628,3.15645
2629,3.15677
2630,3.15709
2631,3.15741
2632,3.15773
2633,3.15805
2634,3.15837
2635,3.15718
2636,3.1575
2637,3.15781
2638,3.15662
2639,3.15694
2640,3.15726
2641,3.15758
2642,3.15789
2643,3.1567
2644,3.15551
2645,3.15582
2646,3.15463
2647,3.15495
2648,3.15527
2649,3.15559
2650,3.15591
2651,3.15623
2652,3.15504
2653,3.15535
2654,3.15417
2655,3.15448
2656,3.1548
2657,3.15512
2658,3.15544
2659,3.15576
2660,3.15457
2661,3.15489
2662,3.1552
2663,3.15552
2664,3.15584
2665,3.15465
2666,3.15497
2667,3.15529
2668,3.15561
2669,3.15592
2670,3.15624
2671,3.15655
2672,3.15687
2673,3.15719
2674,3.1575
2675,3.15782
2676,3.15813
2677,3.15845
2678,3.15876
2679,3.15758
2680,3.1564
2681,3.15672
2682,3.15703
2683,3.15735
2684,3.15617
2685,3.15648
2686,3.1568
2687,3.15711
2688,3.15594
2689,3.15476
2690,3.15508
2691,3.15539
2692,3.1557
2693,3.15602
2694,3.15633
2695,3.15664
2696,3.15696
2697,3.15727
2698,3.15758
2699,3.15789
2700,3.15672
2701,3.15704
2702,3.15735
2703,3.15766
2704,3.15797
2705,3.15828
2706,3.1586
2707,3.15891
2708,3.15922
2709,3.15953
2710,3.15984
2711,3.16015
2712,3.16046
2713,3.16077
2714,3.1596
2715,3.15991
2716,3.16022
2717,3.16053
2718,3.16084
2719,3.16115
2720,3.16146
2721,3.16176
2722,3.1606
2723,3.16091
2724,3.15975
2725,3.16006
2726,3.16037
2727,3.16067
2728,3.16098
2729,3.16129
2730,3.1616
2731,3.1619
2732,3.16221
2733,3.16252
2734,3.16282
2735,3.16313
2736,3.16344
2737,3.16374
2738,3.16405
2739,3.16435
2740,3.16466
2741,3.16496
2742,3.16527
2743,3.16557
2744,3.16588
2745,3.16618
2746,3.16648
2747,3.16533
2748,3.16564
2749,3.16448
2750,3.16333
2751,3.16364
2752,3.16249
2753,3.16279
2754,3.16309
2755,3.16195
2756,3.1608
2757,3.1611
2758,3.16141
2759,3.16171
2760,3.16202
2761,3.16087
2762,3.16117
2763,3.16148
2764,3.16178
2765,3.16208
2766,3.16239
2767,3.16269
2768,3.16299
2769,3.16329
2770,3.1636
2771,3.1639
2772,3.16276
2773,3.16306
2774,3.16336
2775,3.16366
2776,3.16396
2777,3.16427
2778,3.16313
2779,3.16199
2780,3.16229
2781,3.16259
2782,3.16289
2783,3.16175
2784,3.16062
2785,3.15948
2786,3.15978
2787,3.16009
2788,3.16039
2789,3.15925
2790,3.15956
2791,3.15842
2792,3.15872
2793,3.15903
2794,3.15933
2795,3.15963
2796,3.15993
2797,3.16023
2798,3.16053
2799,3.16083
2800,3.16113
2801,3.16143
2802,3.16173
2803,3.16203
2804,3.16233
2805,3.16262
2806,3.16292
2807,3.16322
2808,3.16352
2809,3.16382
2810,3.16412
2811,3.16441
2812,3.16471
2813,3.16501
2814,3.1653
2815,3.1656
2816,3.1659
2817,3.16619
2818,3.16649
2819,3.16678
2820,3.16708
2821,3.16738
2822,3.16767
2823,3.16655
2824,3.16684
2825,3.16714
2826,3.16602
2827,3.16631
2828,3.16661
2829,3.16549
2830,3.16578
2831,3.16608
2832,3.16637
2833,3.16525
2834,3.16555
2835,3.16443
2836,3.16473
2837,3.16502
2838,3.16532
2839,3.16561
2840,3.1659
2841,3.1662
2842,3.16649
2843,3.16538
2844,3.16567
2845,3.16596
2846,3.16626
2847,3.16655
2848,3.16684
2849,3.16713
2850,3.16743
2851,3.16772
2852,3.16661
2853,3.1655
2854,3.16579
2855,3.16468
2856,3.16357
2857,3.16246
2858,3.16276
2859,3.16305
2860,3.16334
2861,3.16364
2862,3.16393
2863,3.16422
2864,3.16451
2865,3.1648
2866,3.1637
2867,3.16399
2868,3.16428
2869,3.16318
2870,3.16347
2871,3.16376
2872,3.16266
2873,3.16295
2874,3.16324
2875,3.16354
2876,3.16243
2877,3.16134
2878,3.16163
2879,3.16192
2880,3.16221
2881,3.1625
2882,3.16279
2883,3.16169
2884,3.16198
2885,3.16227
2886,3.16118
2887,3.16008
2888,3.16037
2889,3.16066
2890,3.16096
2891,3.15986
2892,3.16015
2893,3.16044
2894,3.15935
2895,3.15964
2896,3.15993
2897,3.16022
2898,3.16051
2899,3.1608
2900,3.15971
2901,3.16
2902,3.16029
2903,3.16058
2904,3.16087
2905,3.16116
2906,3.16145
2907,3.16173
2908,3.16065
2909,3.15956
2910,3.15985
2911,3.16014
2912,3.15905
2913,3.15934
2914,3.15963
2915,3.15992
2916,3.16021
2917,3.16049
2918,3.16078
2919,3.16107
2920,3.16136
2921,3.16164
2922,3.16056
2923,3.15948
2924,3.15977
2925,3.16005
2926,3.16034
2927,3.16063
2928,3.16092
2929,3.1612
2930,3.16149
2931,3.16177
2932,3.16206
2933,3.16235
2934,3.16127
2935,3.16019
2936,3.16048
2937,3.1594
2938,3.15969
2939,3.15997
2940,3.16026
2941,3.16054
2942,3.16083
2943,3.15976
2944,3.16004
2945,3.15897
2946,3.15925
2947,3.15954
2948,3.15982
2949,3.16011
2950,3.16039
2951,3.16068
2952,3.16096
2953,3.16125
2954,3.16153
2955,3.16181
2956,3.1621
2957,3.16238
2958,3.16266
2959,3.16295
2960,3.16188
2961,3.16216
2962,3.16245
2963,3.16273
2964,3.16301
2965,3.16329
2966,3.16223
2967,3.16116
2968,3.16144
2969,3.16173
2970,3.16066
2971,3.16094
2972,3.16123
2973,3.16151
2974,3.16179
2975,3.16207
2976,3.16235
2977,3.16263
2978,3.16292
2979,3.1632
2980,3.16348
2981,3.16376
2982,3.16404
2983,3.16432
2984,3.1646
2985,3.16354
2986,3.16382
2987,3.1641
2988,3.16438
2989,3.16466
2990,3.1636
2991,3.16388
2992,3.16416
2993,3.16444
2994,3.16472
2995,3.165
2996,3.16528
2997,3.16555
2998,3.16583
2999,3.16611
3000,3.16639
3001,3.16667
3002,3.16694
3003,3.16722
3004,3.16617
3005,3.16511
3006,3.16539
3007,3.16567
3008,3.16595
3009,3.16622
3010,3.1665
3011,3.16678
3012,3.16705
3013,3.166
3014,3.16628
3015,3.16656
3016,3.16683
3017,3.16578
3018,3.16606
3019,3.16634
3020,3.16529
3021,3.16556
3022,3.16584
3023,3.16479
3024,3.16507
3025,3.16534
3026,3.16562
3027,3.1659
3028,3.16617
3029,3.16645
3030,3.16672
3031,3.16568
3032,3.16595
3033,3.16623
3034,3.16518
3035,3.16546
3036,3.16573
3037,3.16469
3038,3.16365
3039,3.16392
3040,3.1642
3041,3.16447
3042,3.16475
3043,3.16502
3044,3.1653
3045,3.16426
3046,3.16322
3047,3.16349
3048,3.16245
3049,3.16273
3050,3.163
3051,3.16328
3052,3.16224
3053,3.16121
3054,3.16148
3055,3.16045
3056,3.16072
3057,3.16099
3058,3.16127
3059,3.16154
3060,3.16182
3061,3.16078
3062,3.16106
3063,3.16133
3064,3.16161
3065,3.16188
3066,3.16215
3067,3.16243
3068,3.1614
3069,3.16167
3070,3.16194
3071,3.16221
3072,3.16249
3073,3.16276
3074,3.16303
3075,3.16331
3076,3.16228
3077,3.16255
3078,3.16282
3079,3.16309
3080,3.16207
3081,3.16104
3082,3.16001
3083,3.15899
3084,3.15926
3085,3.15953
3086,3.15851
3087,3.15878
3088,3.15905
3089,3.15933
3090,3.1596
3091,3.15987
3092,3.16014
3093,3.16041
3094,3.16069
3095,3.16096
3096,3.15994
3097,3.16021
3098,3.16048
3099,3.16075
3100,3.16102
3101,3.16129
3102,3.16027
3103,3.15925
3104,3.15952
3105,3.15979
3106,3.16006
3107,3.16033
3108,3.16061
3109,3.16088
3110,3.16115
3111,3.16141
3112,3.16168
3113,3.16067
3114,3.16094
3115,3.15992
3116,3.16019
3117,3.16046
3118,3.16073
3119,3.161
3120,3.16127
3121,3.16154
3122,3.16181
3123,3.16208
3124,3.16234
3125,3.16133
3126,3.1616
3127,3.16059
3128,3.16086
3129,3.16113
3130,3.16139
3131,3.16166
3132,3.16193
3133,3.1622
3134,3.16246
3135,3.16273
3136,3.163
3137,3.16327
3138,3.16353
3139,3.1638
3140,3.16279
3141,3.16306
3142,3.16205
3143,3.16104
3144,3.16131
3145,3.16158
3146,3.16184
3147,3.16211
3148,3.16238
3149,3.16264
3150,3.16164
3151,3.1619
3152,3.16217
3153,3.16244
3154,3.1627
3155,3.16297
3156,3.16197
3157,3.16223
3158,3.1625
3159,3.16276
3160,3.16176
3161,3.16203
3162,3.16229
3163,3.16129
3164,3.16156
3165,3.16182
3166,3.16209
3167,3.16109
3168,3.16009
3169,3.16035
3170,3.16062
3171,3.15962
3172,3.15989
3173,3.15889
3174,3.15916
3175,3.15942
3176,3.15969
3177,3.15869
3178,3.1577
3179,3.15796
3180,3.15823
3181,3.15723
3182,3.15624
3183,3.15651
3184,3.15677
3185,3.15704
3186,3.1573
3187,3.15756
3188,3.15783
3189,3.15684
3190,3.15585
3191,3.15611
3192,3.15638
3193,3.15664
3194,3.15691
3195,3.15717
3196,3.15743
3197,3.15645
3198,3.15671
3199,3.15697
3200,3.15599
3201,3.155
3202,3.15526
3203,3.15428
3204,3.15329
3205,3.15356
3206,3.15382
3207,3.15409
3208,3.15435
3209,3.15337
3210,3.15363
3211,3.15389
3212,3.15291
3213,3.15193
3214,3.15219
3215,3.15246
3216,3.15148
3217,3.1505
3218,3.15076
3219,3.14978
3220,3.15005
3221,3.14907
3222,3.14933
3223,3.14836
3224,3.14862
3225,3.14888
3226,3.14915
3227,3.14941
3228,3.14967
3229,3.14994
3230,3.1502
3231,3.15046
3232,3.15073
3233,3.15099
3234,3.15125
3235,3.15152
3236,3.15178
3237,3.1508
3238,3.14983
3239,3.15009
3240,3.15036
3241,3.14938
3242,3.14965
3243,3.14991
3244,3.14894
3245,3.1492
3246,3.14946
3247,3.14972
3248,3.14998
3249,3.15025
3250,3.14928
3251,3.14954
3252,3.1498
3253,3.15006
3254,3.15032
3255,3.15058
3256,3.15084
3257,3.15111
3258,3.15137
3259,3.15163
3260,3.15189
3261,3.15215
3262,3.15118
3263,3.15144
3264,3.15048
3265,3.14951
3266,3.14977
3267,3.15003
3268,3.15029
3269,3.15055
3270,3.15081
3271,3.15107
3272,3.15133
3273,3.15159
3274,3.15185
3275,3.15211
3276,3.15115
3277,3.1514
3278,3.15166
3279,3.15192
3280,3.15218
3281,3.15244
3282,3.1527
3283,3.15296
3284,3.15321
3285,3.15347
3286,3.15251
3287,3.15277
3288,3.15181
3289,3.15207
3290,3.15233
3291,3.15258
3292,3.15284
3293,3.15188
3294,3.15214
3295,3.1524
3296,3.15266
3297,3.15291
3298,3.15317
3299,3.15343
3300,3.15247
3301,3.15152
3302,3.15177
3303,3.15203
3304,3.15229
3305,3.15254
3306,3.1528
3307,3.15185
3308,3.1521
3309,3.15236
3310,3.15261
3311,3.15287
3312,3.15313
3313,3.15338
3314,3.15364
3315,3.15389
3316,3.15415
3317,3.1544
3318,3.15466
3319,3.15491
3320,3.15517
3321,3.15542
3322,3.15568
3323,3.15593
3324,3.15618
3325,3.15644
3326,3.15549
3327,3.15574
3328,3.15479
3329,3.15505
3330,3.1541
3331,3.15435
3332,3.15341
3333,3.15366
3334,3.15392
3335,3.15417
3336,3.15322
3337,3.15228
3338,3.15253
3339,3.15159
3340,3.15184
3341,3.1521
3342,3.15115
3343,3.15141
3344,3.15166
3345,3.15191
3346,3.15217
3347,3.15242
3348,3.15267
3349,3.15293
3350,3.15318
3351,3.15343
3352,3.15249
3353,3.15274
3354,3.153
3355,3.15325
3356,3.1535
3357,3.15375
3358,3.15282
3359,3.15307
3360,3.15332
3361,3.15357
3362,3.15382
3363,3.15407
3364,3.15433
3365,3.15458
3366,3.15364
3367,3.15389
3368,3.15414
3369,3.15439
3370,3.15465
3371,3.1549
3372,3.15396
3373,3.15421
3374,3.15446
3375,3.15471
3376,3.15496
3377,3.15521
3378,3.15428
3379,3.15453
3380,3.15478
3381,3.15385
3382,3.1541
3383,3.15435
3384,3.1546
3385,3.15366
3386,3.15391
3387,3.15416
3388,3.15441
3389,3.15466
3390,3.15373
3391,3.15398
3392,3.15305
3393,3.1533
3394,3.15355
3395,3.15262
3396,3.15287
3397,3.15312
3398,3.15337
3399,3.15362
3400,3.15387
3401,3.15412
3402,3.15437
3403,3.15461
3404,3.15486
3405,3.15394
3406,3.15419
3407,3.15443
3408,3.15468
3409,3.15493
3410,3.15518
3411,3.15543
3412,3.15567
3413,3.15475
3414,3.15382
3415,3.15407
3416,3.15432
3417,3.15457
3418,3.15481
3419,3.15506
3420,3.15531
3421,3.15556
3422,3.1558
3423,3.15605
3424,3.1563
3425,3.15654
3426,3.15679
3427,3.15703
3428,3.15728
3429,3.15753
3430,3.15777
3431,3.15685
3432,3.15593
3433,3.15501
3434,3.15526
3435,3.15434
3436,3.15342
3437,3.15367
3438,3.15391
3439,3.15416
3440,3.15441
3441,3.15465
3442,3.1549
3443,3.15514
3444,3.15423
3445,3.15447
3446,3.15472
3447,3.15496
3448,3.15521
3449,3.15545
3450,3.1557
3451,3.15594
3452,3.15619
3453,3.15643
3454,3.15668
3455,3.15576
3456,3.15601
3457,3.15509
3458,3.15534
3459,3.15442
3460,3.15467
3461,3.15491
3462,3.154
3463,3.15425
3464,3.15334
3465,3.15358
3466,3.15382
3467,3.15407
3468,3.15431
3469,3.15456
3470,3.15365
3471,3.15389
3472,3.15413
3473,3.15438
3474,3.15462
3475,3.15486
3476,3.15396
3477,3.1542
3478,3.15444
3479,3.15469
3480,3.15493
3481,3.15517
3482,3.15542
3483,3.15566
3484,3.1559
3485,3.15499
3486,3.15524
3487,3.15548
3488,3.15572
3489,3.15596
3490,3.15621
3491,3.15645
3492,3.15669
3493,3.15578
3494,3.15603
3495,3.15627
3496,3.15651
3497,3.15675
3498,3.15585
3499,3.15609
3500,3.15633
3501,3.15657
3502,3.15681
3503,3.15591
3504,3.15615
3505,3.15639
3506,3.15663
3507,3.15573
3508,3.15597
3509,3.15621
3510,3.15645
3511,3.1567
3512,3.1558
3513,3.15604
3514,3.15628
3515,3.15652
3516,3.15676
3517,3.157
3518,3.15724
3519,3.15748
3520,3.15772
3521,3.15795
3522,3.15819
3523,3.1573
3524,3.15754
3525,3.15778
3526,3.15801
3527,3.15825
3528,3.15849
3529,3.15873
3530,3.15897
3531,3.15807
3532,3.15831
3533,3.15855
3534,3.15879
3535,3.15903
3536,3.15926
3537,3.1595
3538,3.15974
3539,3.15998
3540,3.16021
3541,3.16045
3542,3.16069
3543,3.16093
3544,3.16116
3545,3.1614
3546,3.16164
3547,3.16187
3548,3.16211
3549,3.16234
3550,3.16258
3551,3.16282
3552,3.16305
3553,3.16329
3554,3.1624
3555,3.16263
3556,3.16287
3557,3.1631
3558,3.16334
3559,3.16245
3560,3.16269
3561,3.16292
3562,3.16203
3563,3.16227
3564,3.1625
3565,3.16162
3566,3.16185
3567,3.16209
3568,3.16232
3569,3.16256
3570,3.16167
3571,3.16078
3572,3.1599
3573,3.15901
3574,3.15925
3575,3.15949
3576,3.15972
3577,3.15996
3578,3.16019
3579,3.16042
3580,3.16066
3581,3.16089
3582,3.16001
3583,3.15913
3584,3.15936
3585,3.1596
3586,3.15983
3587,3.16007
3588,3.1603
3589,3.16054
3590,3.16077
3591,3.15989
3592,3.16012
3593,3.16036
3594,3.16059
3595,3.15971
3596,3.15994
3597,3.16018
3598,3.16041
3599,3.16064
3600,3.16088
3601,3.16111
3602,3.16023
3603,3.16047
3604,3.1607
3605,3.16093
3606,3.16117
3607,3.16029
3608,3.16052
3609,3.15965
3610,3.15988
3611,3.16011
3612,3.16034
3613,3.16058
3614,3.16081
3615,3.15993
3616,3.16017
3617,3.1604
3618,3.16063
3619,3.15976
3620,3.15999
3621,3.16022
3622,3.16045
3623,3.16068
3624,3.16092
3625,3.16004
3626,3.16028
3627,3.16051
3628,3.16074
3629,3.16097
3630,3.1612
3631,3.16143
3632,3.16056
3633,3.16079
