sample,pi_estimate
3634,3.16102
3635,3.16125
3636,3.16149
3637,3.16172
3638,3.16195
3639,3.16108
3640,3.16021
3641,3.16044
3642,3.16067
3643,3.1609
3644,3.16113
3645,3.16136
3646,3.16049
3647,3.15963
3648,3.15986
3649,3.16009
3650,3.16032
3651,3.16055
3652,3.15968
3653,3.15991
3654,3.15905
3655,3.15928
3656,3.15951
3657,3.15864
3658,3.15887
3659,3.1591
3660,3.15933
3661,3.15847
3662,3.15761
3663,3.15674
3664,3.15698
3665,3.15721
3666,3.15744
3667,3.15767
3668,3.15789
3669,3.15703
3670,3.15726
3671,3.15749
3672,3.15772
3673,3.15686
3674,3.156
3675,3.15623
3676,3.15646
3677,3.15669
3678,3.15692
3679,3.15715
3680,3.15738
3681,3.15761
3682,3.15784
3683,3.15807
3684,3.15829
3685,3.15852
3686,3.15875
3687,3.15898
3688,3.15921
3689,3.15835
3690,3.1575
3691,3.15772
3692,3.15687
3693,3.1571
3694,3.15732
3695,3.15755
3696,3.1567
3697,3.15584
3698,3.15607
3699,3.1563
3700,3.15653
3701,3.15676
3702,3.15698
3703,3.15721
3704,3.15744
3705,3.15767
3706,3.15789
3707,3.15812
3708,3.15727
3709,3.1575
3710,3.15772
3711,3.15795
3712,3.15818
3713,3.15841
3714,3.15863
3715,3.15886
3716,3.15908
3717,3.15931
3718,3.15954
3719,3.15976
3720,3.15999
3721,3.16022
3722,3.16044
3723,3.15959
3724,3.15982
3725,3.16004
3726,3.16027
3727,3.16049
3728,3.16072
3729,3.15987
3730,3.1601
3731,3.16032
3732,3.16055
3733,3.16077
3734,3.161
3735,3.16122
3736,3.16037
3737,3.15953
3738,3.15975
3739,3.15891
3740,3.15913
3741,3.15936
3742,3.15958
3743,3.15981
3744,3.16003
3745,3.16026
3746,3.16048
3747,3.15964
3748,3.15986
3749,3.16009
3750,3.16031
3751,3.16053
3752,3.16076
3753,3.16098
3754,3.1612
3755,3.16143
3756,3.16165
3757,3.16081
3758,3.15997
3759,3.16019
3760,3.16042
3761,3.16064
3762,3.1598
3763,3.16002
3764,3.16024
3765,3.1594
3766,3.15963
3767,3.15985
3768,3.15901
3769,3.15924
3770,3.15946
3771,3.15968
3772,3.1599
3773,3.15907
3774,3.15929
3775,3.15951
3776,3.15974
3777,3.15996
3778,3.16018
3779,3.1604
3780,3.16062
3781,3.16085
3782,3.16001
3783,3.16023
3784,3.16045
3785,3.16068
3786,3.1609
3787,3.16112
3788,3.16134
3789,3.16156
3790,3.16178
3791,3.16201
3792,3.16117
3793,3.16139
3794,3.16161
3795,3.16183
3796,3.16206
3797,3.16228
3798,3.1625
3799,3.16272
3800,3.16188
3801,3.16211
3802,3.16127
3803,3.16044
3804,3.16066
3805,3.16088
3806,3.1611
3807,3.16132
3808,3.16154
3809,3.16176
3810,3.16198
3811,3.1622
3812,3.16242
3813,3.16264
3814,3.16286
3815,3.16308
3816,3.1633
3817,3.16352
3818,3.16374
3819,3.16396
3820,3.16418
3821,3.1644
3822,3.16462
3823,3.16379
3824,3.16401
3825,3.16318
3826,3.1634
3827,3.16362
3828,3.16384
3829,3.16405
3830,3.16427
3831,3.16449
3832,3.16471
3833,3.16388
3834,3.1641
3835,3.16432
3836,3.16454
3837,3.16475
3838,3.16497
3839,3.16415
3840,3.16437
3841,3.16458
3842,3.1648
3843,3.16398
3844,3.16419
3845,3.16441
3846,3.16463
3847,3.16485
3848,3.16402
3849,3.16424
3850,3.16342
3851,3.16364
3852,3.16385
3853,3.16407
3854,3.16429
3855,3.1645
3856,3.16472
3857,3.1639
3858,3.16412
3859,3.16433
3860,3.16455
3861,3.16477
3862,3.16498
3863,3.1652
3864,3.16542
3865,3.16563
3866,3.16585
3867,3.16606
3868,3.16628
3869,3.16546
3870,3.16464
3871,3.16486
3872,3.16507
3873,3.16529
3874,3.1655
3875,3.16469
3876,3.1649
3877,3.16512
3878,3.16533
3879,3.16452
3880,3.16473
3881,3.16392
3882,3.16413
3883,3.16435
3884,3.16353
3885,3.16375
3886,3.16396
3887,3.16418
3888,3.16337
3889,3.16358
3890,3.1638
3891,3.16401
3892,3.1632
3893,3.16341
3894,3.16363
3895,3.16384
3896,3.16406
3897,3.16427
3898,3.16449
3899,3.1647
3900,3.16491
3901,3.16513
3902,3.16534
3903,3.16453
3904,3.16372
3905,3.16291
3906,3.16312
3907,3.16334
3908,3.16355
3909,3.16274
3910,3.16296
3911,3.16317
3912,3.16339
3913,3.1636
3914,3.16381
3915,3.16403
3916,3.16424
3917,3.16343
3918,3.16262
3919,3.16284
3920,3.16305
3921,3.16327
3922,3.16246
3923,3.16267
3924,3.16289
3925,3.1631
3926,3.16331
3927,3.16353
3928,3.16272
3929,3.16293
3930,3.16315
3931,3.16336
3932,3.16357
3933,3.16378
3934,3.164
3935,3.16421
3936,3.16442
3937,3.16463
3938,3.16485
3939,3.16506
3940,3.16527
3941,3.16548
3942,3.16569
3943,3.16591
3944,3.1651
3945,3.16531
3946,3.16553
3947,3.16472
3948,3.16494
3949,3.16515
3950,3.16536
3951,3.16557
3952,3.16578
3953,3.16599
3954,3.16519
3955,3.1654
3956,3.16561
3957,3.16582
3958,3.16502
3959,3.16523
3960,3.16545
3961,3.16566
3962,3.16486
3963,3.16406
3964,3.16326
3965,3.16347
3966,3.16368
3967,3.16389
3968,3.1641
3969,3.16431
3970,3.16352
3971,3.16272
3972,3.16192
3973,3.16213
3974,3.16235
3975,3.16256
3976,3.16176
3977,3.16097
3978,3.16118
3979,3.16139
3980,3.1616
3981,3.16181
3982,3.16202
3983,3.16223
3984,3.16244
3985,3.16265
3986,3.16286
3987,3.16307
3988,3.16328
3989,3.16349
3990,3.1637
3991,3.16291
3992,3.16312
3993,3.16333
3994,3.16354
3995,3.16375
3996,3.16395
3997,3.16416
3998,3.16437
3999,3.16458
4000,3.16479
4001,3.164
4002,3.16421
4003,3.16442
4004,3.16463
4005,3.16484
4006,3.16504
4007,3.16525
4008,3.16446
4009,3.16367
4010,3.16388
4011,3.16409
4012,3.1643
4013,3.16351
4014,3.16272
4015,3.16293
4016,3.16314
4017,3.16335
4018,3.16256
4019,3.16277
4020,3.16298
4021,3.16318
4022,3.16339
4023,3.1636
4024,3.16381
4025,3.16402
4026,3.16422
4027,3.16443
4028,3.16464
4029,3.16485
4030,3.16505
4031,3.16526
4032,3.16547
4033,3.16567
4034,3.16489
4035,3.1651
4036,3.1653
4037,3.16551
4038,3.16473
4039,3.16493
4040,3.16415
4041,3.16436
4042,3.16456
4043,3.16477
4044,3.16498
4045,3.16419
4046,3.1644
4047,3.16461
4048,3.16481
4049,3.16502
4050,3.16523
4051,3.16543
4052,3.16465
4053,3.16387
4054,3.16408
4055,3.16428
4056,3.16449
4057,3.16469
4058,3.1649
4059,3.16412
4060,3.16433
4061,3.16453
4062,3.16375
4063,3.16396
4064,3.16416
4065,3.16437
4066,3.16359
4067,3.1638
4068,3.164
4069,3.16421
4070,3.16441
4071,3.16462
4072,3.16384
4073,3.16405
4074,3.16425
4075,3.16446
4076,3.16466
4077,3.16389
4078,3.16311
4079,3.16233
4080,3.16254
4081,3.16176
4082,3.16197
4083,3.16218
4084,3.1614
4085,3.16161
4086,3.16181
4087,3.16202
4088,3.16222
4089,3.16243
4090,3.16263
4091,3.16284
4092,3.16304
4093,3.16325
4094,3.16345
4095,3.16365
4096,3.16386
4097,3.16406
4098,3.16427
4099,3.16447
4100,3.1637
4101,3.1639
4102,3.16313
4103,3.16333
4104,3.16354
4105,3.16277
4106,3.16297
4107,3.16318
4108,3.16338
4109,3.16261
4110,3.16281
4111,3.16302
4112,3.16322
4113,3.16342
4114,3.16363
4115,3.16286
4116,3.16209
4117,3.16229
4118,3.1625
4119,3.1627
4120,3.1629
4121,3.16311
4122,3.16331
4123,3.16351
4124,3.16275
4125,3.16295
4126,3.16315
4127,3.16335
4128,3.16259
4129,3.16279
4130,3.16202
4131,3.16223
4132,3.16243
4133,3.16263
4134,3.16284
4135,3.16304
4136,3.16324
4137,3.16248
4138,3.16171
4139,3.16191
4140,3.16212
4141,3.16232
4142,3.16156
4143,3.16079
4144,3.16099
4145,3.1612
4146,3.1614
4147,3.1616
4148,3.16084
4149,3.16104
4150,3.16124
4151,3.16145
4152,3.16068
4153,3.16089
4154,3.16109
4155,3.16129
4156,3.16053
4157,3.16073
4158,3.16093
4159,3.16114
4160,3.16134
4161,3.16154
4162,3.16078
4163,3.16098
4164,3.16118
4165,3.16042
4166,3.16062
4167,3.16083
4168,3.16103
4169,3.16123
4170,3.16143
4171,3.16067
4172,3.16087
4173,3.16107
4174,3.16127
4175,3.16148
4176,3.16168
4177,3.16092
4178,3.16112
4179,3.16036
4180,3.16056
4181,3.16077
4182,3.16097
4183,3.16021
4184,3.16041
4185,3.16061
4186,3.16081
4187,3.16101
4188,3.16121
4189,3.16141
4190,3.16161
4191,3.16181
4192,3.16201
4193,3.16126
4194,3.16146
4195,3.16166
4196,3.16091
4197,3.16111
4198,3.16131
4199,3.16151
4200,3.16171
4201,3.1619
4202,3.1621
4203,3.1623
4204,3.1625
4205,3.1627
4206,3.1629
4207,3.1631
4208,3.16235
4209,3.16255
4210,3.16275
4211,3.162
4212,3.16219
4213,3.16239
4214,3.16259
4215,3.16279
4216,3.16299
4217,3.16319
4218,3.16339
4219,3.16264
4220,3.16283
4221,3.16209
4222,3.16228
4223,3.16248
4224,3.16268
4225,3.16193
4226,3.16213
4227,3.16233
4228,3.16253
4229,3.16272
4230,3.16292
4231,3.16217
4232,3.16237
4233,3.16257
4234,3.16277
4235,3.16202
4236,3.16128
4237,3.16147
4238,3.16073
4239,3.16092
4240,3.16112
4241,3.16038
4242,3.15963
4243,3.15983
4244,3.16003
4245,3.16023
4246,3.16042
4247,3.16062
4248,3.16082
4249,3.16102
4250,3.16121
4251,3.16141
4252,3.16161
4253,3.16181
4254,3.162
4255,3.1622
4256,3.1624
4257,3.16259
4258,3.16279
4259,3.16299
4260,3.16318
4261,3.16338
4262,3.16358
4263,3.16377
4264,3.16397
4265,3.16417
4266,3.16342
4267,3.16362
4268,3.16382
4269,3.16401
4270,3.16327
4271,3.16347
4272,3.16366
4273,3.16386
4274,3.16312
4275,3.16331
4276,3.16351
4277,3.1637
4278,3.1639
4279,3.16316
4280,3.16336
4281,3.16355
4282,3.16375
4283,3.16394
4284,3.16414
4285,3.16433
4286,3.16453
4287,3.16379
4288,3.16398
4289,3.16418
4290,3.16437
4291,3.16457
4292,3.16476
4293,3.16403
4294,3.16329
4295,3.16348
4296,3.16275
4297,3.16294
4298,3.16314
4299,3.16333
4300,3.16353
4301,3.16372
4302,3.16392
4303,3.16411
4304,3.1643
4305,3.1645
4306,3.16469
4307,3.16489
4308,3.16415
4309,3.16435
4310,3.16361
4311,3.16381
4312,3.164
4313,3.16419
4314,3.16346
4315,3.16365
4316,3.16292
4317,3.16311
4318,3.16331
4319,3.16258
4320,3.16184
4321,3.16204
4322,3.16131
4323,3.1615
4324,3.16169
4325,3.16189
4326,3.16208
4327,3.16135
4328,3.16154
4329,3.16174
4330,3.16193
4331,3.16212
4332,3.16232
4333,3.16251
4334,3.1627
4335,3.1629
4336,3.16217
4337,3.16236
4338,3.16255
4339,3.16183
4340,3.16202
4341,3.16221
4342,3.1624
4343,3.1626
4344,3.16279
4345,3.16298
4346,3.16318
4347,3.16337
4348,3.16264
4349,3.16283
4350,3.16211
4351,3.1623
4352,3.16249
4353,3.16268
4354,3.16288
4355,3.16215
4356,3.16142
4357,3.16162
4358,3.16181
4359,3.162
4360,3.16128
4361,3.16147
4362,3.16166
4363,3.16185
4364,3.16204
4365,3.16224
4366,3.16151
4367,3.1617
4368,3.1619
4369,3.16209
4370,3.16228
4371,3.16156
4372,3.16175
4373,3.16194
4374,3.16213
4375,3.16232
4376,3.16251
4377,3.16271
4378,3.16198
4379,3.16126
4380,3.16145
4381,3.16164
4382,3.16184
4383,3.16203
4384,3.16222
4385,3.16241
4386,3.1626
4387,3.16279
4388,3.16298
4389,3.16317
4390,3.16336
4391,3.16264
4392,3.16283
4393,3.16302
4394,3.16321
4395,3.1634
4396,3.16268
4397,3.16288
4398,3.16307
4399,3.16326
4400,3.16345
4401,3.16364
4402,3.16292
4403,3.16311
4404,3.1633
4405,3.16349
4406,3.16368
4407,3.16387
4408,3.16406
4409,3.16334
4410,3.16353
4411,3.16372
4412,3.163
4413,3.16319
4414,3.16338
4415,3.16357
4416,3.16376
4417,3.16395
4418,3.16414
4419,3.16433
4420,3.16452
4421,3.1638
4422,3.16399
4423,3.16418
4424,3.16346
4425,3.16365
4426,3.16294
4427,3.16313
4428,3.16332
4429,3.1635
4430,3.16369
4431,3.16388
4432,3.16407
4433,3.16426
4434,3.16445
4435,3.16464
4436,3.16483
4437,3.16501
4438,3.1652
4439,3.16539
4440,3.16558
4441,3.16577
4442,3.16595
4443,3.16614
4444,3.16633
4445,3.16562
4446,3.1649
4447,3.16509
4448,3.16528
4449,3.16547
4450,3.16566
4451,3.16584
4452,3.16513
4453,3.16532
4454,3.16551
4455,3.16569
4456,3.16588
4457,3.16607
4458,3.16626
4459,3.16644
4460,3.16573
4461,3.16592
4462,3.16611
4463,3.16629
4464,3.16648
4465,3.16577
4466,3.16506
4467,3.16525
4468,3.16544
4469,3.16562
4470,3.16491
4471,3.1651
4472,3.16439
4473,3.16458
4474,3.16477
4475,3.16495
4476,3.16425
4477,3.16443
4478,3.16462
4479,3.16481
4480,3.16499
4481,3.16429
4482,3.16447
4483,3.16466
4484,3.16484
4485,3.16414
4486,3.16433
4487,3.16451
4488,3.16381
4489,3.16399
4490,3.16418
4491,3.16437
4492,3.16366
4493,3.16385
4494,3.16403
4495,3.16422
4496,3.16352
4497,3.16281
4498,3.163
4499,3.16318
4500,3.16337
4501,3.16356
4502,3.16374
4503,3.16393
4504,3.16411
4505,3.1643
4506,3.16448
4507,3.16467
4508,3.16485
4509,3.16504
4510,3.16434
4511,3.16452
4512,3.16471
4513,3.16401
4514,3.16419
4515,3.16438
4516,3.16456
4517,3.16386
4518,3.16316
4519,3.16335
4520,3.16353
4521,3.16372
4522,3.1639
4523,3.16409
4524,3.16427
4525,3.16357
4526,3.16376
4527,3.16394
4528,3.16413
4529,3.16431
4530,3.1645
4531,3.16468
4532,3.16486
4533,3.16417
4534,3.16435
4535,3.16453
4536,3.16384
4537,3.16402
4538,3.16421
4539,3.16439
4540,3.16369
4541,3.16388
4542,3.16406
4543,3.16424
4544,3.16443
4545,3.16373
4546,3.16392
4547,3.1641
4548,3.1634
4549,3.16359
4550,3.16377
4551,3.16308
4552,3.16326
4553,3.16344
4554,3.16275
4555,3.16293
4556,3.16312
4557,3.1633
4558,3.16348
4559,3.16367
4560,3.16385
4561,3.16404
4562,3.16422
4563,3.1644
4564,3.16458
4565,3.16477
4566,3.16407
4567,3.16426
4568,3.16444
4569,3.16462
4570,3.16481
4571,3.16499
4572,3.16517
4573,3.16535
4574,3.16554
4575,3.16572
4576,3.1659
4577,3.16521
4578,3.16539
4579,3.16557
4580,3.16576
4581,3.16594
4582,3.16612
4583,3.1663
4584,3.16648
4585,3.16667
4586,3.16598
4587,3.16529
4588,3.16547
4589,3.16565
4590,3.16583
4591,3.16601
4592,3.16619
4593,3.16638
4594,3.16656
4595,3.16674
4596,3.16692
4597,3.1671
4598,3.16728
4599,3.16746
4600,3.16765
4601,3.16783
4602,3.16801
4603,3.16819
4604,3.16837
4605,3.16768
4606,3.16786
4607,3.16804
4608,3.16735
4609,3.16753
4610,3.16772
4611,3.1679
4612,3.16808
4613,3.16826
4614,3.16844
4615,3.16862
4616,3.1688
4617,3.16898
4618,3.16829
4619,3.16847
4620,3.16865
4621,3.16797
4622,3.16728
4623,3.16659
4624,3.16677
4625,3.16696
4626,3.16714
4627,3.16732
4628,3.16663
4629,3.16681
4630,3.16699
4631,3.16717
4632,3.16735
4633,3.16753
4634,3.16771
4635,3.16703
4636,3.16721
4637,3.16739
4638,3.16757
4639,3.16688
4640,3.16706
4641,3.16724
4642,3.16742
4643,3.1676
4644,3.16778
4645,3.16796
4646,3.16814
4647,3.16832
4648,3.1685
4649,3.16781
4650,3.16799
4651,3.16817
4652,3.16835
4653,3.16853
4654,3.16785
4655,3.16803
4656,3.16821
4657,3.16838
4658,3.16856
4659,3.16874
4660,3.16806
4661,3.16824
4662,3.16842
4663,3.1686
4664,3.16792
4665,3.1681
4666,3.16742
4667,3.16674
4668,3.16692
4669,3.1671
4670,3.16642
4671,3.1666
4672,3.16677
4673,3.16695
4674,3.16627
4675,3.16645
4676,3.16663
4677,3.16595
4678,3.16613
4679,3.16631
4680,3.16649
4681,3.16581
4682,3.16599
4683,3.16617
4684,3.16635
4685,3.16567
4686,3.16585
4687,3.16603
4688,3.1662
4689,3.16638
4690,3.16656
4691,3.16674
4692,3.16692
4693,3.16709
4694,3.16642
4695,3.1666
4696,3.16677
4697,3.16695
4698,3.16713
4699,3.16731
4700,3.16748
4701,3.16681
4702,3.16699
4703,3.16631
4704,3.16649
4705,3.16667
4706,3.16684
4707,3.16702
4708,3.16635
4709,3.16653
4710,3.1667
4711,3.16603
4712,3.16621
4713,3.16553
4714,3.16571
4715,3.16589
4716,3.16607
4717,3.16624
4718,3.16642
4719,3.1666
4720,3.16677
4721,3.16695
4722,3.16628
4723,3.16561
4724,3.16494
4725,3.16511
4726,3.16529
4727,3.16547
4728,3.16564
4729,3.16582
4730,3.166
4731,3.16617
4732,3.16635
4733,3.16653
4734,3.1667
4735,3.16688
4736,3.16705
4737,3.16723
4738,3.16741
4739,3.16758
4740,3.16776
4741,3.16793
4742,3.16726
4743,3.16744
4744,3.16677
4745,3.16695
4746,3.16712
4747,3.1673
4748,3.16747
4749,3.16765
4750,3.16782
4751,3.16716
4752,3.16733
4753,3.16667
4754,3.16684
4755,3.16702
4756,3.16719
4757,3.16737
4758,3.16754
4759,3.16772
4760,3.16789
4761,3.16807
4762,3.16824
4763,3.16758
4764,3.16775
4765,3.16793
4766,3.1681
4767,3.16828
4768,3.16761
4769,3.16779
4770,3.16796
4771,3.16813
4772,3.16831
4773,3.16848
4774,3.16866
4775,3.16883
4776,3.16901
4777,3.16918
4778,3.16935
4779,3.16953
4780,3.1697
4781,3.16987
4782,3.16921
4783,3.16939
4784,3.16956
4785,3.16973
4786,3.16907
4787,3.16841
4788,3.16858
4789,3.16792
4790,3.16726
4791,3.1666
4792,3.16677
4793,3.16694
4794,3.16712
4795,3.16729
4796,3.16747
4797,3.16764
4798,3.16781
4799,3.16799
4800,3.16816
4801,3.16833
4802,3.16851
4803,3.16868
4804,3.16802
4805,3.16819
4806,3.16837
4807,3.16854
4808,3.16871
4809,3.16889
4810,3.16906
4811,3.16923
4812,3.1694
4813,3.16874
4814,3.16892
4815,3.16909
4816,3.16926
4817,3.16944
4818,3.16878
4819,3.16895
4820,3.16912
4821,3.16929
4822,3.16947
4823,3.16881
4824,3.16815
4825,3.1675
4826,3.16767
4827,3.16784
4828,3.16801
4829,3.16736
4830,3.16753
4831,3.1677
4832,3.16787
4833,3.16805
4834,3.16822
4835,3.16839
4836,3.16856
4837,3.16873
4838,3.16891
4839,3.16908
4840,3.16925
4841,3.16942
4842,3.16877
4843,3.16811
4844,3.16746
4845,3.16763
4846,3.1678
4847,3.16797
4848,3.16815
4849,3.16832
4850,3.16849
4851,3.16784
4852,3.16718
4853,3.16735
4854,3.1667
4855,3.16605
4856,3.16622
4857,3.16557
4858,3.16574
4859,3.16591
4860,3.16608
4861,3.16626
4862,3.16643
4863,3.1666
4864,3.16677
4865,3.16694
4866,3.16711
4867,3.16646
4868,3.16663
4869,3.1668
4870,3.16697
4871,3.16715
4872,3.1665
4873,3.16667
4874,3.16684
4875,3.16701
4876,3.16718
4877,3.16735
4878,3.16752
4879,3.16769
4880,3.16786
4881,3.16803
4882,3.1682
4883,3.16837
4884,3.16854
4885,3.16871
4886,3.16888
4887,3.16905
4888,3.16841
4889,3.16776
4890,3.16711
4891,3.16728
4892,3.16745
4893,3.16762
4894,3.16779
4895,3.16796
4896,3.16731
4897,3.16748
4898,3.16765
4899,3.16782
4900,3.16799
4901,3.16816
4902,3.16752
4903,3.16769
4904,3.16704
4905,3.16721
4906,3.16738
4907,3.16755
4908,3.16772
4909,3.16789
4910,3.16724
4911,3.1666
4912,3.16677
4913,3.16694
4914,3.16629
4915,3.16646
4916,3.16582
4917,3.16599
4918,3.16534
4919,3.16551
4920,3.16568
4921,3.16585
4922,3.16521
4923,3.16538
4924,3.16555
4925,3.16572
4926,3.16589
4927,3.16525
4928,3.16542
4929,3.16558
4930,3.16575
4931,3.16592
4932,3.16528
4933,3.16545
4934,3.16481
4935,3.16498
4936,3.16434
4937,3.16451
4938,3.16467
4939,3.16403
4940,3.16339
4941,3.16356
4942,3.16292
4943,3.16309
4944,3.16326
4945,3.16343
4946,3.16279
4947,3.16296
4948,3.16232
4949,3.16249
4950,3.16266
4951,3.16283
4952,3.163
4953,3.16317
4954,3.16334
4955,3.1635
4956,3.16367
4957,3.16384
4958,3.16401
4959,3.16337
4960,3.16354
4961,3.16371
4962,3.16388
4963,3.16324
4964,3.16341
4965,3.16277
4966,3.16213
4967,3.1615
4968,3.16086
4969,3.16103
4970,3.16039
4971,3.15976
4972,3.15993
4973,3.1601
4974,3.16027
4975,3.16043
4976,3.1606
4977,3.16077
4978,3.16014
4979,3.16031
4980,3.16047
4981,3.16064
4982,3.16081
4983,3.16098
4984,3.16115
4985,3.16132
4986,3.16148
4987,3.16165
4988,3.16182
4989,3.16199
4990,3.16135
4991,3.16152
4992,3.16169
4993,3.16186
4994,3.16123
4995,3.16139
4996,3.16156
4997,3.16093
4998,3.1603
4999,3.16046
5000,3.16063
5001,3.1608
5002,3.16097
5003,3.16114
5004,3.1613
5005,3.16147
5006,3.16164
5007,3.16181
5008,3.16197
5009,3.16214
5010,3.16231
5011,3.16248
5012,3.16264
5013,3.16281
5014,3.16218
5015,3.16235
5016,3.16171
5017,3.16188
5018,3.16205
5019,3.16142
5020,3.16159
5021,3.16175
5022,3.16192
5023,3.16209
5024,3.16146
5025,3.16162
5026,3.16179
5027,3.16196
5028,3.16212
5029,3.16229
5030,3.16246
5031,3.16262
5032,3.162
5033,3.16216
5034,3.16153
5035,3.1617
5036,3.16187
5037,3.16124
5038,3.16141
5039,3.16078
5040,3.16094
5041,3.16111
5042,3.16128
5043,3.16144
5044,3.16161
5045,3.16178
5046,3.16194
5047,3.16211
5048,3.16148
5049,3.16165
5050,3.16102
5051,3.16119
5052,3.16135
5053,3.16152
5054,3.16169
5055,3.16106
5056,3.16123
5057,3.16139
5058,3.16156
5059,3.16093
5060,3.1611
5061,3.16126
5062,3.16143
5063,3.1616
5064,3.16097
5065,3.16114
5066,3.1613
5067,3.16147
5068,3.16163
5069,3.1618
5070,3.16196
5071,3.16134
5072,3.16151
5073,3.16167
5074,3.16105
5075,3.16121
5076,3.16059
5077,3.16076
5078,3.16092
5079,3.16109
5080,3.16125
5081,3.16142
5082,3.1608
5083,3.16096
5084,3.16113
5085,3.16129
5086,3.16067
5087,3.16005
5088,3.16021
5089,3.16038
5090,3.16054
5091,3.16071
5092,3.16087
5093,3.16104
5094,3.16042
5095,3.16058
5096,3.15996
5097,3.16013
5098,3.16029
5099,3.16046
5100,3.16062
5101,3.16078
5102,3.16095
5103,3.16111
5104,3.16128
5105,3.16144
5106,3.16161
5107,3.16177
5108,3.16193
5109,3.1621
5110,3.16226
5111,3.16243
5112,3.16259
5113,3.16275
5114,3.16292
5115,3.16308
5116,3.16246
5117,3.16263
5118,3.16279
5119,3.16295
5120,3.16312
5121,3.16328
5122,3.16344
5123,3.16283
5124,3.16299
5125,3.16315
5126,3.16332
5127,3.1627
5128,3.16208
5129,3.16225
5130,3.16241
5131,3.16257
5132,3.16274
5133,3.1629
5134,3.16306
5135,3.16245
5136,3.16261
5137,3.16277
5138,3.16294
5139,3.1631
5140,3.16248
5141,3.16187
5142,3.16203
5143,3.16219
5144,3.16236
5145,3.16252
5146,3.16268
5147,3.16207
5148,3.16223
5149,3.16162
5150,3.16178
5151,3.16194
5152,3.1621
5153,3.16227
5154,3.16165
5155,3.16182
5156,3.16198
5157,3.16214
5158,3.1623
5159,3.16247
5160,3.16263
5161,3.16279
5162,3.16218
5163,3.16234
5164,3.1625
5165,3.16266
5166,3.16205
5167,3.16221
5168,3.16238
5169,3.16254
5170,3.1627
5171,3.16286
5172,3.16302
5173,3.16241
5174,3.16257
5175,3.16274
5176,3.16213
5177,3.16229
5178,3.16245
5179,3.16184
5180,3.16123
5181,3.16139
5182,3.16155
5183,3.16171
5184,3.16188
5185,3.16204
5186,3.1622
5187,3.16159
5188,3.16098
5189,3.16114
5190,3.1613
5191,3.16146
5192,3.16163
5193,3.16102
5194,3.16118
5195,3.16134
5196,3.1615
5197,3.16166
5198,3.16182
5199,3.16199
5200,3.16138
5201,3.16154
5202,3.1617
5203,3.16186
5204,3.16202
5205,3.16218
5206,3.16234
5207,3.1625
5208,3.1619
5209,3.16206
5210,3.16222
5211,3.16238
5212,3.16254
5213,3.1627
5214,3.16209
5215,3.16226
5216,3.16165
5217,3.16181
5218,3.16197
5219,3.16136
5220,3.16153
5221,3.16169
5222,3.16185
5223,3.16201
5224,3.1614
5225,3.16156
5226,3.16172
5227,3.16188
5228,3.16204
5229,3.1622
5230,3.16236
5231,3.16252
5232,3.16268
5233,3.16284
5234,3.163
5235,3.16316
5236,3.16332
5237,3.16272
5238,3.16288
5239,3.16304
5240,3.1632
5241,3.16336
5242,3.16352
5243,3.16368
5244,3.16384
5245,3.164
5246,3.16416
5247,3.16432
5248,3.16447
5249,3.16463
5250,3.16479
5251,3.16495
5252,3.16511
5253,3.16527
5254,3.16543
5255,3.16559
5256,3.16575
5257,3.16591
5258,3.1653
5259,3.16546
5260,3.16562
5261,3.16578
5262,3.16594
5263,3.16534
5264,3.16549
5265,3.16565
5266,3.16505
5267,3.16521
5268,3.16537
5269,3.16553
5270,3.16493
5271,3.16509
5272,3.16524
5273,3.16464
5274,3.1648
5275,3.16496
5276,3.16512
5277,3.16528
5278,3.16468
5279,3.16484
5280,3.16499
5281,3.16515
5282,3.16531
5283,3.16547
5284,3.16563
5285,3.16578
5286,3.16594
5287,3.1661
5288,3.1655
5289,3.16566
5290,3.16582
5291,3.16597
5292,3.16613
5293,3.16629
5294,3.16645
5295,3.1666
5296,3.16676
5297,3.16692
5298,3.16708
5299,3.16723
5300,3.16739
5301,3.16679
5302,3.16695
5303,3.16711
5304,3.16726
5305,3.16667
5306,3.16682
5307,3.16623
5308,3.16638
5309,3.16654
5310,3.1667
5311,3.16685
5312,3.16626
5313,3.16642
5314,3.16657
5315,3.16673
5316,3.16689
5317,3.16704
5318,3.16645
5319,3.1666
5320,3.16676
5321,3.16692
5322,3.16632
5323,3.16648
5324,3.16664
5325,3.16604
5326,3.1662
5327,3.16635
5328,3.16651
5329,3.16667
5330,3.16607
5331,3.16623
5332,3.16639
5333,3.16654
5334,3.16595
5335,3.16535
5336,3.16551
5337,3.16567
5338,3.16582
5339,3.16598
5340,3.16614
5341,3.16629
5342,3.1657
5343,3.16511
5344,3.16451
5345,3.16392
5346,3.16408
5347,3.16423
5348,3.16439
5349,3.16455
5350,3.1647
5351,3.16486
5352,3.16502
5353,3.16442
5354,3.16458
5355,3.16474
5356,3.16489
5357,3.16505
5358,3.1652
5359,3.16536
5360,3.16552
5361,3.16567
5362,3.16583
5363,3.16598
5364,3.16614
5365,3.16629
5366,3.1657
5367,3.16586
5368,3.16601
5369,3.16617
5370,3.16633
5371,3.16648
5372,3.16664
5373,3.16679
5374,3.16695
5375,3.16636
5376,3.16651
5377,3.16667
5378,3.16608
5379,3.16623
5380,3.16639
5381,3.1658
5382,3.16595
5383,3.16611
